year,entity,code,emissions
1981,Palau,PLW,157552
1981,Panama,PAN,3322708.95
1981,Papua New Guinea,PNG,1930928
1981,Paraguay,PRY,1385440.05
1981,Peru,PER,24019306.14
1981,Philippines,PHL,34528225.19
1981,Poland,POL,408996926.5
1981,Portugal,PRT,27000662.1
1981,Qatar,QAT,12840683.57
1981,Reunion,REU,784096
1981,Romania,ROU,197730221.2
1981,Russia,RUS,2101221296
1981,Rwanda,RWA,600896
1981,Saint Helena,SHN,7328
1981,Saint Kitts and Nevis,KNA,54960
1981,Saint Lucia,LCA,95264
1981,Saint Pierre and Miquelon,SPM,40304
1981,Saint Vincent and the Grenadines,VCT,36640
1981,Samoa,WSM,102592
1981,Sao Tome and Principe,STP,43968
1981,Saudi Arabia,SAU,175303419.6
1981,Senegal,SEN,3279857.02
1981,Serbia,SRB,50581717
1981,Seychelles,SYC,98928
1981,Sierra Leone,SLE,692496
1981,Singapore,SGP,26740552.97
1981,Sint Maarten (Dutch part),SXM,937979.9
1981,Slovakia,SVK,58562778.08
1981,Slovenia,SVN,14430177.05
1981,Solomon Islands,SLB,135568
1981,Somalia,SOM,274800
1981,South Africa,ZAF,256904460.5
1981,South Korea,KOR,139777507
1981,South Sudan,SSD,303196
1981,Spain,ESP,206095823.5
1981,Sri Lanka,LKA,4005592.2
1981,Sudan,SDN,3638352
1981,Suriname,SUR,2028324.6
1981,Swaziland,SWZ,436016
1981,Sweden,SWE,69389080.86
1981,Switzerland,CHE,38811717.35
1981,Syria,SYR,26534616.16
1981,Taiwan,TWN,74566955.05
1981,Tajikistan,TJK,7400173.61
1981,Tanzania,TZA,2106824.91
1981,Thailand,THA,37816773.22
1981,Togo,TGO,705296.11
1981,Tonga,TON,47632
1981,Trinidad and Tobago,TTO,17242381.72
1981,Tunisia,TUN,9800159.29
1981,Turkey,TUR,79186174.24
1981,Turkmenistan,TKM,33386955.95
1981,Uganda,UGA,527339.94
1981,Ukraine,UKR,636143407.6
1981,United Arab Emirates,ARE,36766930.4
1981,United Kingdom,GBR,560555006.5
1981,Uruguay,URY,5355956.81
1981,Uzbekistan,UZB,112500335.8
1981,Vanuatu,VUT,51296
1981,Venezuela,VEN,91791587.87
1981,Vietnam,VNM,17690675.11
1981,World,OWID_WRL,18787122618
1981,Yemen,YEM,4225438.61
1981,Zambia,ZMB,3358030.83
1981,Zimbabwe,ZWE,9405387.33
1982,EU-28,,4284779330
1982,Europe (other),,3064047902
1982,United States,USA,4301970691
1982,Americas (other),,1305738555
1982,Middle East,,563858007.5
1982,Africa,,571681434.7
1982,India,IND,347815634.1
1982,China,CHN,1570468325
1982,Asia and Pacific (other),,2349841861
1982,International transport,,374153024
1982,Statistical differences,,-110436624
1982,Afghanistan,AFG,2095539.37
1982,Albania,ALB,7302352
1982,Algeria,DZA,39173029.23
1982,Angola,AGO,4635170.08
1982,Antigua and Barbuda,ATG,293120
1982,Argentina,ARG,103206566.9
1982,Armenia,ARM,6064739.45
1982,Aruba,ABW,623468.41
1982,Australia,AUS,233888646.4
1982,Austria,AUT,53566102.34
1982,Azerbaijan,AZE,57975888.98
1982,Bahamas,BHS,2258485.42
1982,Bahrain,BHR,9830512
1982,Bangladesh,BGD,8577660.36
1982,Barbados,BRB,644864
1982,Belarus,BLR,89873163
1982,Belgium,BEL,117102787.3
1982,Belize,BLZ,172208
1982,Benin,BEN,477340.04
1982,Bermuda,BMU,395712
1982,Bhutan,BTN,32976
1982,Bolivia,BOL,4337860.71
1982,Bonaire Sint Eustatius and Saba,BES,469170.98
1982,Bosnia and Herzegovina,BIH,16135278.25
1982,Botswana,BWA,1099200
1982,Brazil,BRA,170789345.3
1982,British Virgin Islands,VGB,36640
1982,Brunei,BRN,2092144
1982,Bulgaria,BGR,89811672.1
1982,Burkina Faso,BFA,575248
1982,Burundi,BDI,157552
1982,Cambodia,KHM,337088
1982,Cameroon,CMR,6315887.69
1982,Canada,CAN,414426417.1
1982,Cape Verde,CPV,36640
1982,Cayman Islands,CYM,161216
1982,Central African Republic,CAF,142896
1982,Chad,TCD,205184
1982,Chile,CHL,20487849.07
1982,Christmas Island,CXR,73280
1982,Colombia,COL,45688432.82
1982,Comoros,COM,47632
1982,Congo,COG,1343102.42
1982,Cook Islands,COK,51296
1982,Costa Rica,CRI,2070621.59
1982,Cote d'Ivoire,CIV,5554624
1982,Croatia,HRV,17429748.13
1982,Cuba,CUB,34420637.59
1982,Curacao,CUW,9030161.47
1982,Cyprus,CYP,3156439.28
1982,Czech Republic,CZE,180774572.8
1982,Czechoslovakia,OWID_CZS,239475376
1982,Democratic Republic of Congo,COD,3046965.46
1982,Denmark,DNK,53683854.73
1982,Djibouti,DJI,348080
1982,Dominica,DMA,40304
1982,Dominican Republic,DOM,6303485.68
1982,Ecuador,ECU,19235118.37
1982,Egypt,EGY,56431167.48
1982,El Salvador,SLV,1752098.32
1982,Equatorial Guinea,GNQ,73280
1982,Estonia,EST,24673178.33
1982,Ethiopia,ETH,1473913.69
1982,Faeroe Islands,FRO,458000
1982,Falkland Islands,FLK,21984
1982,Fiji,FJI,835123.37
1982,Finland,FIN,42976752.03
1982,France,FRA,438010694.3
1982,French Guiana,GUF,362736
1982,French Polynesia,PYF,337088
1982,Gabon,GAB,6543621.23
1982,Gambia,GMB,161216
1982,Georgia,GEO,15793540.85
1982,Germany,DEU,1018119344
1982,Ghana,GHA,3028435.38
1982,Gibraltar,GIB,21984
1982,Greece,GRC,51508235.31
1982,Greenland,GRL,516624
1982,Grenada,GRD,62288
1982,Guadeloupe,GLP,762112
1982,Guatemala,GTM,3606809.55
1982,Guinea,GIN,981952
1982,Guinea-Bissau,GNB,142896
1982,Guyana,GUY,1403312
1982,Haiti,HTI,817302.8
1982,Honduras,HND,1753084.21
1982,Hong Kong,HKG,19622766.79
1982,Hungary,HUN,86713607.33
1982,Iceland,ISL,1592799.41
1982,Indonesia,IDN,105603609.1
1982,Iran,IRN,137514970.8
1982,Iraq,IRQ,30374435.33
1982,Ireland,IRL,25565552.11
1982,Israel,ISR,23854749.74
1982,Italy,ITA,366879550.4
1982,Jamaica,JAM,6214169.24
1982,Japan,JPN,897409726.2
1982,Jordan,JOR,6255686.95
1982,Kazakhstan,KAZ,269746529.7
1982,Kenya,KEN,4633790.57
1982,Kiribati,KIR,25648
1982,Kuwait,KWT,21090267.21
1982,Kyrgysztan,,0
1982,Laos,LAO,157552
1982,Latvia,LVA,14631520.98
1982,Lebanon,LBN,5719440.38
1982,Liberia,LBR,597407.73
1982,Libya,LBY,30565102.33
1982,Lithuania,LTU,23204964.88
1982,Luxembourg,LUX,8935208.35
1982,Macao,MAC,483648
1982,Macedonia,MKD,11561997.35
1982,Madagascar,MDG,1013342.42
1982,Malawi,MWI,591348.19
1982,Malaysia,MYS,30407487.41
1982,Maldives,MDV,47632
1982,Mali,MLI,365131.54
1982,Malta,MLT,1311712
1982,Martinique,MTQ,901344
1982,Mauritania,MRT,883024
1982,Mauritius,MUS,501968
1982,Mexico,MEX,304677606.6
1982,Moldova,MDA,0
1982,Mongolia,MNG,6712285.45
1982,Montenegro,MNE,2056416.79
1982,Montserrat,MSR,18320
1982,Morocco,MAR,17027734.36
1982,Mozambique,MOZ,2523930.46
1982,Myanmar,MMR,5579525.21
1982,Nauru,NRU,124576
1982,Nepal,NPL,442360.84
1982,Netherlands,NLD,133487233.1
1982,New Caledonia,NCL,1261785.97
1982,New Zealand,NZL,18270252.94
1982,Nicaragua,NIC,2110701.76
1982,Niger,NER,745870.42
1982,Nigeria,NGA,65393573.45
1982,Niue,NIU,3664
1982,North Korea,PRK,116892097.1
1982,Norway,NOR,41022173.36
1982,Oman,OMN,5730496
1982,Pakistan,PAK,37189637.33
1982,Palau,PLW,157552
1982,Panama,PAN,3278524.9
1982,Papua New Guinea,PNG,1945584
1982,Paraguay,PRY,1364066.33
1982,Peru,PER,23589973.65
1982,Philippines,PHL,34838527.8
1982,Poland,POL,420970393.6
1982,Portugal,PRT,29000085.77
1982,Qatar,QAT,12334906.29
1982,Reunion,REU,864704
1982,Romania,ROU,195329200
1982,Russia,RUS,2140779052
1982,Rwanda,RWA,608224
1982,Saint Helena,SHN,3664
1982,Saint Kitts and Nevis,KNA,65952
1982,Saint Lucia,LCA,113584
1982,Saint Pierre and Miquelon,SPM,40304
1982,Saint Vincent and the Grenadines,VCT,40304
1982,Samoa,WSM,113584
1982,Sao Tome and Principe,STP,47632
1982,Saudi Arabia,SAU,157891439
1982,Senegal,SEN,3036573.34
1982,Serbia,SRB,46448238.6
1982,Seychelles,SYC,84272
1982,Sierra Leone,SLE,553264
1982,Singapore,SGP,29605759.12
1982,Sint Maarten (Dutch part),SXM,1048735.13
1982,Slovakia,SVK,57998845.33
1982,Slovenia,SVN,13234075.94
1982,Solomon Islands,SLB,120912
1982,Somalia,SOM,718144
1982,South Africa,ZAF,280249044.6
1982,South Korea,KOR,141983230.7
1982,South Sudan,SSD,318768
1982,Spain,ESP,208598128.4
1982,Sri Lanka,LKA,4466888.73
1982,Sudan,SDN,3825216
1982,Suriname,SUR,1870566.89
1982,Swaziland,SWZ,436016
1982,Sweden,SWE,62257370.16
1982,Switzerland,CHE,36585042.11
1982,Syria,SYR,24364458.86
1982,Taiwan,TWN,74854009.33
1982,Tajikistan,TJK,7540007.93
1982,Tanzania,TZA,2148299.77
1982,Thailand,THA,37635582.86
1982,Togo,TGO,816611.19
1982,Tonga,TON,43968
1982,Trinidad and Tobago,TTO,18405236.99
1982,Tunisia,TUN,9492870.13
1982,Turkey,TUR,86210266.73
1982,Turkmenistan,TKM,34014225.91
1982,Uganda,UGA,545301.77
1982,Ukraine,UKR,648171584
1982,United Arab Emirates,ARE,36752773.8
1982,United Kingdom,GBR,548240956.1
1982,Uruguay,URY,4853821.99
1982,Uzbekistan,UZB,114605456.9
1982,Vanuatu,VUT,51296
1982,Venezuela,VEN,93201035.4
1982,Vietnam,VNM,18331910.63
1982,World,OWID_WRL,18624075692
1982,Yemen,YEM,5933604.43
1982,Zambia,ZMB,3510780.58
1982,Zimbabwe,ZWE,8779857
1983,EU-28,,4241661089
1983,Europe (other),,3111110091
1983,United States,USA,4335916563
1983,Americas (other),,1258508351
1983,Middle East,,594088852.8
1983,Africa,,594483205.9
1983,India,IND,376676324.9
1983,China,CHN,1655810483
1983,Asia and Pacific (other),,2380035255
1983,International transport,,358885136
1983,Statistical differences,,-357884864
1983,Afghanistan,AFG,2520091.42
1983,Albania,ALB,7624784
1983,Algeria,DZA,52503914.58
1983,Angola,AGO,5100534.83
1983,Antigua and Barbuda,ATG,84272
1983,Argentina,ARG,104978862.3
1983,Armenia,ARM,6158341.2
1983,Aruba,ABW,320424.73
1983,Australia,AUS,224785013.7
1983,Austria,AUT,51669101.98
1983,Azerbaijan,AZE,58804953.49
1983,Bahamas,BHS,2014373.66
1983,Bahrain,BHR,8222016
1983,Bangladesh,BGD,8213791.78
1983,Barbados,BRB,685168
1983,Belarus,BLR,91132913.93
1983,Belgium,BEL,101202693.3
1983,Belize,BLZ,172208
1983,Benin,BEN,439650.93
1983,Bermuda,BMU,450672
1983,Bhutan,BTN,29312
1983,Bolivia,BOL,4278137.31
1983,Bonaire Sint Eustatius and Saba,BES,241125.26
1983,Bosnia and Herzegovina,BIH,17375005.02
1983,Botswana,BWA,1029584
1983,Brazil,BRA,165426960.6
1983,British Virgin Islands,VGB,40304
1983,Brunei,BRN,2704032
1983,Bulgaria,BGR,90025843.07
1983,Burkina Faso,BFA,593568
1983,Burundi,BDI,205184
1983,Cambodia,KHM,366400
1983,Cameroon,CMR,6554479.68
1983,Canada,CAN,408309666.8
1983,Cape Verde,CPV,36640
1983,Cayman Islands,CYM,168544
1983,Central African Republic,CAF,146560
1983,Chad,TCD,205184
1983,Chile,CHL,20689219.92
1983,Christmas Island,CXR,80608
1983,Colombia,COL,49218949.21
1983,Comoros,COM,47632
1983,Congo,COG,1142451.66
1983,Cook Islands,COK,51296
1983,Costa Rica,CRI,2088812.72
1983,Cote d'Ivoire,CIV,4517712
1983,Croatia,HRV,18771301.13
1983,Cuba,CUB,30696982.47
1983,Curacao,CUW,4640952.13
1983,Cyprus,CYP,3150615.91
1983,Czech Republic,CZE,180996671.8
1983,Czechoslovakia,OWID_CZS,239856432
1983,Democratic Republic of Congo,COD,3997999.93
1983,Denmark,DNK,50167335.94
1983,Djibouti,DJI,348080
1983,Dominica,DMA,40304
1983,Dominican Republic,DOM,7865594.85
1983,Ecuador,ECU,19502615.58
1983,Egypt,EGY,56980476.07
1983,El Salvador,SLV,1885364.59
1983,Equatorial Guinea,GNQ,62288
1983,Estonia,EST,25032687.87
1983,Ethiopia,ETH,1834754.03
1983,Faeroe Islands,FRO,487312
1983,Falkland Islands,FLK,21984
1983,Fiji,FJI,708925.64
1983,Finland,FIN,41463684.95
1983,France,FRA,423952127.1
1983,French Guiana,GUF,384720
1983,French Polynesia,PYF,421360
1983,Gabon,GAB,5508589.24
1983,Gambia,GMB,161216
1983,Georgia,GEO,16016583.96
1983,Germany,DEU,1014206192
1983,Ghana,GHA,3639039.27
1983,Gibraltar,GIB,36640
1983,Greece,GRC,54788730.91
1983,Greenland,GRL,362736
1983,Grenada,GRD,62288
1983,Guadeloupe,GLP,813408
1983,Guatemala,GTM,3159885.69
1983,Guinea,GIN,952640
1983,Guinea-Bissau,GNB,142896
1983,Guyana,GUY,1245760
1983,Haiti,HTI,886028.02
1983,Honduras,HND,1982364.45
1983,Hong Kong,HKG,20912106.22
1983,Hungary,HUN,88974858.97
1983,Iceland,ISL,1541450.79
1983,Indonesia,IDN,105207034.8
1983,Iran,IRN,149213431.3
1983,Iraq,IRQ,38465142.93
1983,Ireland,IRL,25727954.12
1983,Israel,ISR,23708847.1
1983,Italy,ITA,358409609.6
1983,Jamaica,JAM,6445105.93
1983,Japan,JPN,880911503.7
1983,Jordan,JOR,7299945.77
1983,Kazakhstan,KAZ,273565016.5
1983,Kenya,KEN,4594621.99
1983,Kiribati,KIR,21984
1983,Kuwait,KWT,21541217.71
1983,Kyrgysztan,,0
1983,Laos,LAO,179536
1983,Latvia,LVA,14846743.59
1983,Lebanon,LBN,6942217.46
1983,Liberia,LBR,706517.93
1983,Libya,LBY,30146016.89
1983,Lithuania,LTU,23579829.99
1983,Luxembourg,LUX,8376235.34
1983,Macao,MAC,681504
1983,Macedonia,MKD,12450198.02
1983,Madagascar,MDG,650401.14
1983,Malawi,MWI,571666.28
1983,Malaysia,MYS,37778162.29
1983,Maldives,MDV,51296
1983,Mali,MLI,416621.48
1983,Malta,MLT,996608
1983,Martinique,MTQ,1025920
1983,Mauritania,MRT,937984
1983,Mauritius,MUS,597232
1983,Mexico,MEX,278306153.3
1983,Moldova,MDA,0
1983,Mongolia,MNG,6969054.44
1983,Montenegro,MNE,2214392.15
1983,Montserrat,MSR,21984
1983,Morocco,MAR,17763548.36
1983,Mozambique,MOZ,1954480.17
1983,Myanmar,MMR,5753766.62
1983,Nauru,NRU,124576
1983,Nepal,NPL,492418.25
1983,Netherlands,NLD,137357467.3
1983,New Caledonia,NCL,1151197.67
1983,New Zealand,NZL,17998105.51
1983,Nicaragua,NIC,1996687.73
1983,Niger,NER,961841.14
1983,Nigeria,NGA,59705247.48
1983,Niue,NIU,3664
1983,North Korea,PRK,125163144.1
1983,Norway,NOR,37472363.82
1983,Oman,OMN,7525856
1983,Pakistan,PAK,40022188.51
1983,Palau,PLW,157552
1983,Panama,PAN,3479672.3
1983,Papua New Guinea,PNG,2007872
1983,Paraguay,PRY,1410224.08
1983,Peru,PER,20382254.71
1983,Philippines,PHL,35239074.98
1983,Poland,POL,421023728.7
1983,Portugal,PRT,29901855.51
1983,Qatar,QAT,11242560.57
1983,Reunion,REU,901344
1983,Romania,ROU,200116392.1
1983,Russia,RUS,2171089109
1983,Rwanda,RWA,696160
1983,Saint Helena,SHN,3664
1983,Saint Kitts and Nevis,KNA,51296
1983,Saint Lucia,LCA,102592
1983,Saint Pierre and Miquelon,SPM,32976
1983,Saint Vincent and the Grenadines,VCT,47632
1983,Samoa,WSM,113584
1983,Sao Tome and Principe,STP,54960
1983,Saudi Arabia,SAU,160834688.3
1983,Senegal,SEN,2611410.69
1983,Serbia,SRB,50018884.79
1983,Seychelles,SYC,98928
1983,Sierra Leone,SLE,688832
1983,Singapore,SGP,34810361.2
1983,Sint Maarten (Dutch part),SXM,538985.88
1983,Slovakia,SVK,58089842.75
1983,Slovenia,SVN,14252481.22
1983,Solomon Islands,SLB,142896
1983,Somalia,SOM,934320
1983,South Africa,ZAF,291705185.7
1983,South Korea,KOR,151037772.1
1983,South Sudan,SSD,325485.33
1983,Spain,ESP,203434691.2
1983,Sri Lanka,LKA,4854897.93
1983,Sudan,SDN,3905824
1983,Suriname,SUR,1372057.18
1983,Swaziland,SWZ,271136
1983,Sweden,SWE,58268975.52
1983,Switzerland,CHE,40022060.72
1983,Syria,SYR,27774522.84
1983,Taiwan,TWN,82467338.11
1983,Tajikistan,TJK,7647665.94
1983,Tanzania,TZA,2196304.17
1983,Thailand,THA,42117303.97
1983,Togo,TGO,622474.58
1983,Tonga,TON,47632
1983,Trinidad and Tobago,TTO,16275545.27
1983,Tunisia,TUN,11249748.13
1983,Turkey,TUR,89812354.78
1983,Turkmenistan,TKM,34494413.51
1983,Uganda,UGA,614477.48
1983,Ukraine,UKR,657289593.7
1983,United Arab Emirates,ARE,35220453.33
1983,United Kingdom,GBR,545485794.2
1983,Uruguay,URY,3803538.49
1983,Uzbekistan,UZB,116177650.1
1983,Vanuatu,VUT,54960
1983,Venezuela,VEN,92907949.68
1983,Vietnam,VNM,19255295.35
1983,World,OWID_WRL,18549448038
1983,Yemen,YEM,6285598.78
1983,Zambia,ZMB,3260766.38
1983,Zimbabwe,ZWE,10425096.37
1984,EU-28,,4254759568
1984,Europe (other),,3144108476
1984,United States,USA,4468262025
1984,Americas (other),,1289784767
1984,Middle East,,622527229.4
1984,Africa,,649208757
1984,India,IND,385928830.6
1984,China,CHN,1802317096
1984,Asia and Pacific (other),,2481123794
1984,International transport,,360273792
1984,Statistical differences,,-241585840
1984,Afghanistan,AFG,2822415.06
1984,Albania,ALB,7818976
1984,Algeria,DZA,70946530.22
1984,Angola,AGO,4985860.98
1984,Antigua and Barbuda,ATG,146560
1984,Argentina,ARG,106282990.6
1984,Armenia,ARM,6219738.8
1984,Aruba,ABW,800141.65
1984,Australia,AUS,236361192.4
1984,Austria,AUT,54214958.36
1984,Azerbaijan,AZE,59332520.56
1984,Bahamas,BHS,1853984
1984,Bahrain,BHR,9200304
1984,Bangladesh,BGD,9100756.08
1984,Barbados,BRB,741332.72
1984,Belarus,BLR,91928144.56
1984,Belgium,BEL,104967454.9
1984,Belize,BLZ,172208
1984,Benin,BEN,485599.59
1984,Bermuda,BMU,443344
1984,Bhutan,BTN,51296
1984,Bolivia,BOL,4029348.74
1984,Bonaire Sint Eustatius and Saba,BES,602120.71
1984,Bosnia and Herzegovina,BIH,18323443.97
1984,Botswana,BWA,1044240
1984,Brazil,BRA,167605588.9
1984,British Virgin Islands,VGB,40304
1984,Brunei,BRN,1916272
1984,Bulgaria,BGR,87006268.04
1984,Burkina Faso,BFA,465328
1984,Burundi,BDI,219840
1984,Cambodia,KHM,410368
1984,Cameroon,CMR,6052928
1984,Canada,CAN,425199344.9
1984,Cape Verde,CPV,84272
1984,Cayman Islands,CYM,183200
1984,Central African Republic,CAF,150224
1984,Chad,TCD,216176
1984,Chile,CHL,22022795.52
1984,Colombia,COL,48712742.12
1984,Comoros,COM,47632
1984,Congo,COG,1139504
1984,Cook Islands,COK,21984
1984,Costa Rica,CRI,1980949.5
1984,Cote d'Ivoire,CIV,5133264
1984,Croatia,HRV,19798306.62
1984,Cuba,CUB,32437319.32
1984,Curacao,CUW,11589052.75
1984,Cyprus,CYP,3233842.1
1984,Czech Republic,CZE,187094358.6
1984,Czechoslovakia,OWID_CZS,247979520
1984,Democratic Republic of Congo,COD,3931640.24
1984,Denmark,DNK,50855861.95
1984,Djibouti,DJI,351744
1984,Dominica,DMA,43968
1984,Dominican Republic,DOM,7390464.56
1984,Ecuador,ECU,21189502.75
1984,Egypt,EGY,63704316.74
1984,El Salvador,SLV,1588299.14
1984,Equatorial Guinea,GNQ,80608
1984,Estonia,EST,25263233.47
1984,Ethiopia,ETH,1650281.42
1984,Faeroe Islands,FRO,498304
1984,Falkland Islands,FLK,25648
1984,Fiji,FJI,577208.78
1984,Finland,FIN,42147439.58
1984,France,FRA,407300969.3
1984,French Guiana,GUF,355408
1984,French Polynesia,PYF,458000
1984,Gabon,GAB,5979461.57
1984,Gambia,GMB,172208
1984,Georgia,GEO,16157624.93
1984,Germany,DEU,1035915392
1984,Ghana,GHA,2567079.88
1984,Gibraltar,GIB,32976
1984,Greece,GRC,56284319.44
1984,Greenland,GRL,567920
1984,Grenada,GRD,62288
1984,Guadeloupe,GLP,875696
1984,Guatemala,GTM,3401060.64
1984,Guinea,GIN,978288
1984,Guinea-Bissau,GNB,161216
1984,Guyana,GUY,1403312
1984,Haiti,HTI,903151.08
1984,Honduras,HND,1963538.02
1984,Hong Kong,HKG,22224787.44
1984,Hungary,HUN,90686179.09
1984,Iceland,ISL,1808593.42
1984,Indonesia,IDN,112487293.8
1984,Iran,IRN,149942662.5
1984,Iraq,IRQ,39771001.69
1984,Ireland,IRL,25548724.78
1984,Israel,ISR,23498356.49
1984,Italy,ITA,364601606.3
1984,Jamaica,JAM,5140806.85
1984,Japan,JPN,937072088.8
1984,Jordan,JOR,8246872.42
1984,Kazakhstan,KAZ,275985269.3
1984,Kenya,KEN,4253113.73
1984,Kiribati,KIR,21984
1984,Kuwait,KWT,28285241.58
1984,Kyrgysztan,,0
1984,Laos,LAO,183200
1984,Latvia,LVA,14985283.24
1984,Lebanon,LBN,6713198.32
1984,Liberia,LBR,695432.47
1984,Libya,LBY,28276211.14
1984,Lithuania,LTU,23829718.66
1984,Luxembourg,LUX,9016823
1984,Macao,MAC,604560
1984,Macedonia,MKD,13129665.62
1984,Madagascar,MDG,866371.85
1984,Malawi,MWI,552935.7
1984,Malaysia,MYS,34473896.77
1984,Maldives,MDV,58624
1984,Mali,MLI,434818.31
1984,Malta,MLT,1363008
1984,Martinique,MTQ,1480256
1984,Mauritania,MRT,872032
1984,Mauritius,MUS,626544
1984,Mexico,MEX,277509715.3
1984,Moldova,MDA,0
1984,Mongolia,MNG,6424690.37
1984,Montenegro,MNE,2335242.26
1984,Montserrat,MSR,21984
1984,Morocco,MAR,17782897.24
1984,Mozambique,MOZ,1510863
1984,Myanmar,MMR,6548547.76
1984,Nauru,NRU,124576
1984,Nepal,NPL,701423.69
1984,Netherlands,NLD,144073007
1984,New Caledonia,NCL,1202153.1
1984,New Zealand,NZL,19336631.63
1984,Nicaragua,NIC,1846033.7
1984,Niger,NER,990947.85
1984,Nigeria,NGA,69405881.57
1984,Niue,NIU,3664
1984,North Korea,PRK,134661631
1984,Norway,NOR,40429675.81
1984,Oman,OMN,8053472
1984,Pakistan,PAK,42557348.68
1984,Palau,PLW,157552
1984,Panama,PAN,2867351.27
1984,Papua New Guinea,PNG,2044512
1984,Paraguay,PRY,1491689.21
1984,Peru,PER,20619016.02
1984,Philippines,PHL,30831283.88
1984,Poland,POL,432467308.5
1984,Portugal,PRT,28794035.36
1984,Qatar,QAT,12298025.43
1984,Reunion,REU,996608
1984,Romania,ROU,188816607.5
1984,Russia,RUS,2190289061
1984,Rwanda,RWA,633872
1984,Saint Helena,SHN,3664
1984,Saint Kitts and Nevis,KNA,51296
1984,Saint Lucia,LCA,113584
1984,Saint Pierre and Miquelon,SPM,36640
1984,Saint Vincent and the Grenadines,VCT,65952
1984,Samoa,WSM,113584
1984,Sao Tome and Principe,STP,51296
1984,Saudi Arabia,SAU,155510244.5
1984,Senegal,SEN,3284168.06
1984,Serbia,SRB,52751057.17
1984,Seychelles,SYC,98928
1984,Sierra Leone,SLE,615552
1984,Singapore,SGP,33216836.69
1984,Sint Maarten (Dutch part),SXM,1345916.88
1984,Slovakia,SVK,60056970.37
1984,Slovenia,SVN,15032089.62
1984,Solomon Islands,SLB,142896
1984,Somalia,SOM,714480
1984,South Africa,ZAF,315373262.4
1984,South Korea,KOR,164048804.7
1984,South Sudan,SSD,291898.67
1984,Spain,ESP,197666793.1
1984,Sri Lanka,LKA,3852101.33
1984,Sudan,SDN,3502784
1984,Suriname,SUR,1552032.03
1984,Swaziland,SWZ,333424
1984,Sweden,SWE,57308845.95
1984,Switzerland,CHE,39127896.83
1984,Syria,SYR,32848984.91
1984,Taiwan,TWN,84139545.66
1984,Tajikistan,TJK,7716125.62
1984,Tanzania,TZA,2346982.52
1984,Thailand,THA,45555747.42
1984,Togo,TGO,693301.41
1984,Tonga,TON,47632
1984,Trinidad and Tobago,TTO,17504408.97
1984,Tunisia,TUN,11488525.03
1984,Turkey,TUR,94906243.14
1984,Turkmenistan,TKM,34798006.64
1984,Uganda,UGA,581378.31
1984,Ukraine,UKR,663067520.3
1984,United Arab Emirates,ARE,46155642.18
1984,United Kingdom,GBR,529108886.3
1984,Uruguay,URY,3438155.63
1984,Uzbekistan,UZB,117161604.4
1984,Vanuatu,VUT,54960
1984,Venezuela,VEN,93002889.71
1984,Vietnam,VNM,17474387.45
1984,World,OWID_WRL,19216866047
1984,Yemen,YEM,7096980.29
1984,Zambia,ZMB,2804441.42
1984,Zimbabwe,ZWE,9879651.8
1985,EU-28,,4341638695
1985,Europe (other),,3379569781
1985,United States,USA,4484338153
1985,Americas (other),,1313088437
1985,Middle East,,670891727.9
1985,Africa,,665646575.4
1985,India,IND,424256027.2
1985,China,CHN,1951773228
1985,Asia and Pacific (other),,2553867714
1985,International transport,,368118416
1985,Statistical differences,,-360728128
1985,Afghanistan,AFG,3501893.65
1985,Albania,ALB,7873936
1985,Algeria,DZA,72609068.43
1985,Angola,AGO,4676114.24
1985,Antigua and Barbuda,ATG,249152
1985,Argentina,ARG,100366195.2
1985,Armenia,ARM,6708309.83
1985,Aruba,ABW,936531.75
1985,Australia,AUS,240987972.4
1985,Austria,AUT,54367246.63
1985,Azerbaijan,AZE,63989368.41
1985,Bahamas,BHS,1509568
1985,Bahrain,BHR,10185920
1985,Bangladesh,BGD,10211194.66
1985,Barbados,BRB,836277.58
1985,Belarus,BLR,99144368.02
1985,Belgium,BEL,104005442.8
1985,Belize,BLZ,190528
1985,Benin,BEN,725740.25
1985,Bermuda,BMU,450672
1985,Bhutan,BTN,62288
1985,Bolivia,BOL,4109757.98
1985,Bonaire Sint Eustatius and Saba,BES,704756.67
1985,Bosnia and Herzegovina,BIH,18691083.03
1985,Botswana,BWA,1157824
1985,Brazil,BRA,179936803.4
1985,British Virgin Islands,VGB,47632
1985,Brunei,BRN,2594112
1985,Bulgaria,BGR,89182985.39
1985,Burkina Faso,BFA,476320
1985,Burundi,BDI,230832
1985,Cambodia,KHM,417696
1985,Cameroon,CMR,6470624
1985,Canada,CAN,421675597
1985,Cape Verde,CPV,84272
1985,Cayman Islands,CYM,190528
1985,Central African Republic,CAF,161216
1985,Chad,TCD,179536
1985,Chile,CHL,21312098
1985,Colombia,COL,48091740.82
1985,Comoros,COM,47632
1985,Congo,COG,1275213.71
1985,Cook Islands,COK,21984
1985,Costa Rica,CRI,2242454.76
1985,Cote d'Ivoire,CIV,6983584
1985,Croatia,HRV,20192918.67
1985,Cuba,CUB,32405106.7
1985,Curacao,CUW,13564493.13
1985,Cyprus,CYP,3144400.33
1985,Czech Republic,CZE,184528794.5
1985,Czechoslovakia,OWID_CZS,244637952
1985,Democratic Republic of Congo,COD,3611934.8
1985,Denmark,DNK,60064625.2
1985,Djibouti,DJI,359072
1985,Dominica,DMA,47632
1985,Dominican Republic,DOM,7241543.36
